Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,alternative term,antisymmetric property,BFO CLIF specification label,BFO OWL specification label,curator note,definition,definition source,disposition of at all times,editor note,editor preferred term,elucidation,example of usage,expand assertion to,expand expression to,first order logic expression,has associated axiom(fol),has associated axiom(nl),has axiom label,has continuant part at all times,has curation status,has disposition at some time,has ID digit count,has ID policy for,has ID prefix,has ID range allocated to,has obsolescence reason,has occurrent part,has ontology root term,has participant at all times,has participant at some time,has proper continuant part at all times,has proper occurrent part,http://attempto.ifi.uzh.ch/ace_lexicon#CN_pl,http://attempto.ifi.uzh.ch/ace_lexicon#CN_sg,http://attempto.ifi.uzh.ch/ace_lexicon#TV_pl,http://attempto.ifi.uzh.ch/ace_lexicon#TV_sg,http://attempto.ifi.uzh.ch/ace_lexicon#TV_vbg,http://data.bioontology.org/metadata/prefixIRI,http://protege.stanford.edu/plugins/owl/protege#defaultLanguage,http://purl.obolibrary.org/obo/MF#isAbout,http://purl.org/dc/elements/1.1/contributor,http://purl.org/dc/elements/1.1/coverage,http://purl.org/dc/elements/1.1/creator,http://purl.org/dc/elements/1.1/date,http://purl.org/dc/elements/1.1/description,http://purl.org/dc/elements/1.1/format,http://purl.org/dc/elements/1.1/identifier,http://purl.org/dc/elements/1.1/language,http://purl.org/dc/elements/1.1/license,http://purl.org/dc/elements/1.1/member,http://purl.org/dc/elements/1.1/publisher,http://purl.org/dc/elements/1.1/relation,http://purl.org/dc/elements/1.1/rights,http://purl.org/dc/elements/1.1/source,http://purl.org/dc/elements/1.1/subject,http://purl.org/dc/elements/1.1/title,http://purl.org/dc/elements/1.1/type,http://purl.org/dc/terms/license,http://www.geneontology.org/formats/oboInOwl#created_by,http://www.geneontology.org/formats/oboInOwl#creation_date,http://www.geneontology.org/formats/oboInOwl#hasAlternativeId,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://xmlns.com/foaf/0.1/homepage,http://xmlns.com/foaf/0.1/mbox,imported from,in branch,inheres in at all times,is allocated id range,is denotator type,material basis of at all times,may be identical to,OBO foundry unique label,ontology term requester,part of continuant at some time,part of occurrent,participates in at some time,realized in,realizes,scheduled for obsoletion on or after,term editor,term replaced by,term tracker item
http://purl.obolibrary.org/obo/GO_0007616,long-term memory,,"The memory process that deals with the storage, retrieval and modification of information a long time (typically weeks, months or years) after receiving that information. This type of memory is typically dependent on gene transcription regulated by second messenger activation.",false,,,http://purl.obolibrary.org/obo/GO_0007613,,,,,,"The memory process that deals with the storage, retrieval and modification of information a long time (typically weeks, months or years) after receiving that information. This type of memory is typically dependent on gene transcription regulated by second messenger activation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0007616,,,,,,,,,,,,,,,,,,,,,,,,,,long-term memory,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/BFO_0000040,material entity,,,false,,,http://purl.obolibrary.org/obo/BFO_0000004,,,MaterialEntity,material,,,,,"BFO 2 Reference: ‘Matter’ is intended to encompass both mass and energy (we will address the ontological treatment of portions of energy in a later version of BFO). A portion of matter is anything that includes elementary particles among its proper or improper parts: quarks and leptons, including electrons, as the smallest particles thus far discovered; baryons (including protons and neutrons) at a higher level of granularity; atoms and molecules at still higher levels, forming the cells, organs, organisms and other material entities studied by biologists, the portions of rock studied by geologists, the fossils studied by paleontologists, and so on.Material entities are three-dimensional entities (entities extended in three spatial dimensions), as contrasted with the processes in which they participate, which are four-dimensional entities (entities extended also along the dimension of time).According to the FMA, material entities may have immaterial entities as parts – including the entities identified below as sites; for example the interior (or ‘lumen’) of your small intestine is a part of your body. BFO 2.0 embodies a decision to follow the FMA here.|BFO 2 Reference: Material entities (continuants) can preserve their identity even while gaining and losing material parts. Continuants are contrasted with occurrents, which unfold themselves in successive temporal parts or phases [60|BFO 2 Reference: Object, Fiat Object Part and Object Aggregate are not intended to be exhaustive of Material Entity. Users are invited to propose new subcategories of Material Entity.",,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),a tornado|an energy wave|a puff of smoke|a hurricane|the undetached arm of a human being|a flame|a photon|an aggregate of human beings.|a sea wave|an epidemic|a human being|a forest fire,,,,(forall (x) (if (and (Entity x) (exists (y t) (and (MaterialEntity y) (continuantPartOfAt x y t)))) (MaterialEntity x))) // axiom label in BFO2 CLIF: [021-002] |(forall (x) (if (and (Entity x) (exists (y t) (and (MaterialEntity y) (continuantPartOfAt y x t)))) (MaterialEntity x))) // axiom label in BFO2 CLIF: [020-002] |(forall (x) (if (MaterialEntity x) (IndependentContinuant x))) // axiom label in BFO2 CLIF: [019-002] ,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002])|every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,,,,,,,,,,,,,,,,,,,,BFO:0000040,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/bfo.owl,material entity,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NBO_0000537,circadian regulation of systemic arterial blood pressure,,"""Any process in which an organism modulates its blood pressure at different values with a regularity of approximately 24 hours."" [GO:GO:0003052]",false,,,http://purl.obolibrary.org/obo/GO_0048512,,,,,,"""Any process in which an organism modulates its blood pressure at different values with a regularity of approximately 24 hours."" [GO:GO:0003052]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NBO:0000537,,,,,,,,,,,,,,,,,,,,,,,,,,circadian regulation of systemic arterial blood pressure,,,,http://purl.obolibrary.org/obo/nbo.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MF_0000071,problem solving behaviour,,,false,,,http://purl.obolibrary.org/obo/GO_0007610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF:0000071,,,,,,,,,,,,,,,,,,,,,,,,,,problem solving behaviour,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MF_0000032,bodily disposition,,"A bodily disposition is a disposition that inheres in some extended organism. Examples are: my disposition to catch a cold when exposed to a virus, my ability to speak the English language.",false,,,http://purl.obolibrary.org/obo/BFO_0000016,personal disposition,,,,,"A bodily disposition is a disposition that inheres in some extended organism. Examples are: my disposition to catch a cold when exposed to a virus, my ability to speak the English language.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF:0000032,,,,,,,,,,,,,,,,,,,,,,,,,,bodily disposition,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/BFO_0000017,realizable entity,,,false,,,http://purl.obolibrary.org/obo/BFO_0000020,,,RealizableEntity,realizable,,,,,,,To say that b is a realizable entity is to say that b is a specifically dependent continuant that inheres in some independent continuant which is not a spatial region and is of a type instances of which are realized in processes of a correlated type. (axiom label in BFO2 Reference: [058-002]),the role of being a doctor|the function of your reproductive organs|the role of this boundary to delineate where Utah and Colorado meet|the disposition of this piece of metal to conduct electricity.|the disposition of your blood to coagulate,,,,(forall (x t) (if (RealizableEntity x) (exists (y) (and (IndependentContinuant y) (not (SpatialRegion y)) (bearerOfAt y x t))))) // axiom label in BFO2 CLIF: [060-002] |(forall (x) (if (RealizableEntity x) (and (SpecificallyDependentContinuant x) (exists (y) (and (IndependentContinuant y) (not (SpatialRegion y)) (inheresIn x y)))))) // axiom label in BFO2 CLIF: [058-002] ,All realizable dependent continuants have independent continuants that are not spatial regions as their bearers. (axiom label in BFO2 Reference: [060-002]),,,,,,,,,,,,,,,,,,,,,BFO:0000017,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/bfo.owl,realizable entity,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/BFO_0000028,three-dimensional spatial region,,,false,,,http://purl.obolibrary.org/obo/BFO_0000006,,,ThreeDimensionalSpatialRegion,3d-s-region,,,,,,,A three-dimensional spatial region is a spatial region that is of three dimensions. (axiom label in BFO2 Reference: [040-001]),"a cube-shaped region of space|a sphere-shaped region of space,",,,,(forall (x) (if (ThreeDimensionalSpatialRegion x) (SpatialRegion x))) // axiom label in BFO2 CLIF: [040-001] ,,,,,,,,,,,,,,,,,,,,,,BFO:0000028,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/bfo.owl,three-dimensional spatial region,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0002125,maternal aggressive behavior,,Aggressive behavior of a female to protect her offspring from a threat.,false,,,http://purl.obolibrary.org/obo/GO_0002118,,,,,,Aggressive behavior of a female to protect her offspring from a threat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0002125,,,,,,,,,,,,,,,,,,,,,,,,,,maternal aggressive behavior,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0008344,adult locomotory behavior,,Locomotory behavior in a fully developed and mature organism.,false,,,http://purl.obolibrary.org/obo/GO_0007626|http://purl.obolibrary.org/obo/GO_0030534,,,,,,Locomotory behavior in a fully developed and mature organism.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0008344,,,,,,,,,,,,,,,,,,,,,,,,,,adult locomotory behavior,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_1990142,envenomation resulting in hemolysis in other organism,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with hemolysis in the bitten organism.",false,,,http://purl.obolibrary.org/obo/GO_0044649,,,,,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with hemolysis in the bitten organism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:1990142,,,,,,,,,,,,,,,,,,,,,,,,,,envenomation resulting in hemolysis in other organism,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/BFO_0000006,spatial region,,,false,,,http://purl.obolibrary.org/obo/BFO_0000141,,,SpatialRegion,s-region,,,,,"Spatial region doesn't have a closure axiom because the subclasses don't exhaust all possibilites. An example would be the union of a spatial point and a spatial line that doesn't overlap the point, or two spatial lines that intersect at a single point. In both cases the resultant spatial region is neither 0-dimensional, 1-dimensional, 2-dimensional, or 3-dimensional.|BFO 2 Reference: Spatial regions do not participate in processes.",,A spatial region is a continuant entity that is a continuant_part_of spaceR as defined relative to some frame R. (axiom label in BFO2 Reference: [035-001]),,,,,(forall (x y t) (if (and (SpatialRegion x) (continuantPartOfAt y x t)) (SpatialRegion y))) // axiom label in BFO2 CLIF: [036-001] |(forall (x) (if (SpatialRegion x) (Continuant x))) // axiom label in BFO2 CLIF: [035-001] ,All continuant parts of spatial regions are spatial regions. (axiom label in BFO2 Reference: [036-001]),,,,,,,,,,,,,,,,,,,,,BFO:0000006,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/bfo.owl,spatial region,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_8000003,main release ontology module,,An ontology module that is intended to be the primary release product and the one consumed by the majority of tools.|An ontology module that is intended to be the primary release product and the one consumed by the majority of tools.,false,,,http://purl.obolibrary.org/obo/IAO_8000000,,,,,,An ontology module that is intended to be the primary release product and the one consumed by the majority of tools.|An ontology module that is intended to be the primary release product and the one consumed by the majority of tools.,,,TODO: Add logical axioms that state that a main release ontology module is derived from (directly or indirectly) an editors module|TODO: Add logical axioms that state that a main release ontology module is derived from (directly or indirectly) an editors module,main release ontology module,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAO:8000003,,,,,,,,,,,,,,,,,,,,,cjm,2018-05-20T20:56:13Z,,,,main release ontology module|main release ontology module,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_8000014,generated ontology module,,"An ontology module that is automatically generated, for example via a SPARQL query or via template and a CSV.|An ontology module that is automatically generated, for example via a SPARQL query or via template and a CSV.",false,,,http://purl.obolibrary.org/obo/IAO_8000000,,,,,,"An ontology module that is automatically generated, for example via a SPARQL query or via template and a CSV.|An ontology module that is automatically generated, for example via a SPARQL query or via template and a CSV.",,,TODO: Add axioms (using PROV-O?) that indicate this is the output-of some reasoning process|TODO: Add axioms (using PROV-O?) that indicate this is the output-of some reasoning process,generated ontology module,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAO:8000014,,,,,,,,,,,,,,,,,,,,,cjm,2018-05-20T21:21:12Z,,,,generated ontology module|generated ontology module,,,,,,,,,,,,,,,,,,,,,
http://www.geneontology.org/formats/oboInOwl#DbXref,DbXref,,,false,,,http://purl.obolibrary.org/obo/IAO_0000102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oboInOwl:DbXref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0007615,anesthesia-resistant memory,,"The memory process that results in the formation of consolidated memory resistant to disruption of the patterned activity of the brain, without requiring protein synthesis.",false,,,http://purl.obolibrary.org/obo/GO_0007613,,,,,,"The memory process that results in the formation of consolidated memory resistant to disruption of the patterned activity of the brain, without requiring protein synthesis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0007615,,,,,,,,,,,,,,,,,,,,,,,,,,anesthesia-resistant memory,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0044499,envenomation resulting in positive regulation of blood pressure in other organism,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the resultant increase of the force with which blood travels through the circulatory system of the bitten/stung organism.",false,,,http://purl.obolibrary.org/obo/GO_0044498,,,,,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the resultant increase of the force with which blood travels through the circulatory system of the bitten/stung organism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0044499,,,,,,,,,,,,,,,,,,,,,,,,,,envenomation resulting in positive regulation of blood pressure in other organism,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0046009,"positive regulation of female receptivity, post-mating",,Any process that increases the receptiveness of a female to male advances subsequent to mating.,false,,,http://purl.obolibrary.org/obo/GO_0045925|http://purl.obolibrary.org/obo/GO_0046008,,,,,,Any process that increases the receptiveness of a female to male advances subsequent to mating.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0046009,,,,,,,,,,,,,,,,,,,,,,,,,,"positive regulation of female receptivity, post-mating",,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000027,data item,,,false,,,http://purl.obolibrary.org/obo/IAO_0000030,,,,,,,,,,data item,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAO:0000027,,,,,,,,,,,,,,,,,,,,,,,,,,data item,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0008542,visual learning,,Any process in an organism in which a change in behavior of an individual occurs in response to repeated exposure to a visual cue.,false,,,http://purl.obolibrary.org/obo/GO_0008306|http://purl.obolibrary.org/obo/GO_0007632,,,,,,Any process in an organism in which a change in behavior of an individual occurs in response to repeated exposure to a visual cue.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0008542,,,,,,,,,,,,,,,,,,,,,,,,,,visual learning,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MF_0000053,capability to read music,,A musical capability that is the ability to interpret the musical instructions represented in a musical score.,false,,,http://purl.obolibrary.org/obo/MF_0000044,,,,,,A musical capability that is the ability to interpret the musical instructions represented in a musical score.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF:0000053,,,,,,,,,,,,,,,,,,,,,,,,,,capability to read music,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0051780,behavioral response to nutrient,,Any process that results in a change in the behavior of an organism as a result of a nutrient stimulus.,false,,,http://purl.obolibrary.org/obo/GO_0007610,,,,,,Any process that results in a change in the behavior of an organism as a result of a nutrient stimulus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0051780,,,,,,,,,,,,,,,,,,,,,,,,,,behavioral response to nutrient,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0044484,envenomation resulting in fibrinolysis in other organism,,"The process which begins with venom being forced into an organism by the bite or sting of another organism, and ends with fibrinolysis, a process that solubilizes fibrin, chiefly by the proteolytic action of plasmin, in the bloodstream of the bitten/stung organism.",false,,,http://purl.obolibrary.org/obo/GO_0044483,,,,,,"The process which begins with venom being forced into an organism by the bite or sting of another organism, and ends with fibrinolysis, a process that solubilizes fibrin, chiefly by the proteolytic action of plasmin, in the bloodstream of the bitten/stung organism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0044484,,,,,,,,,,,,,,,,,,,,,,,,,,envenomation resulting in fibrinolysis in other organism,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MF_0000015,imagination,,"A mental process that manipulates mental images and words that go beyond mere memory and thoughts about the objects and entities that the person has encountered, to visualise or consider entities and states of affairs that the person has never encountered and which may not yet exist or obtain in the world. Imagination is the capacity to produce images, ideas and sensations in the mind without any immediate input of the senses.",false,,,http://purl.obolibrary.org/obo/MF_0000020,,,,,,"A mental process that manipulates mental images and words that go beyond mere memory and thoughts about the objects and entities that the person has encountered, to visualise or consider entities and states of affairs that the person has never encountered and which may not yet exist or obtain in the world. Imagination is the capacity to produce images, ideas and sensations in the mind without any immediate input of the senses.",https://en.wikipedia.org/wiki/Imagination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF:0000015,,,,,,,,,,,,,,,,,,,,,,,,,,imagination,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0050802,"circadian sleep/wake cycle, sleep",,The part of the circadian sleep/wake cycle where the organism is asleep.,false,,,http://purl.obolibrary.org/obo/GO_0022410,,,,,,The part of the circadian sleep/wake cycle where the organism is asleep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0050802,,,,,,,,,,,,,,,,,,,,,,,,,,"circadian sleep/wake cycle, sleep",,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MF_0000063,extraversion,,"A personality trait manifesting itself in individual behavioral characteristics that are perceived as positive, assertive, social, and outgoing.|Associated Adjectives: active, assertive, energetic, enthusiastic, outgoing, talkative.",false,,,http://purl.obolibrary.org/obo/MF_0000203,,,,,,"A personality trait manifesting itself in individual behavioral characteristics that are perceived as positive, assertive, social, and outgoing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF:0000063,,,,,,,,,,,,,,,,,,,,,,,http://www.github.com/no/ontologies/2017/PAO/Extraversion,"Associated Adjectives: active, assertive, energetic, enthusiastic, outgoing, talkative.",,extraversion,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0044644,"envenomation resulting in negative regulation of complement activation, alternative pathway in other organism",,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the resultant negative regulation of complement activation via the alternative pathway in the bitten/stung organism.",false,,,http://purl.obolibrary.org/obo/GO_0044642,,,,,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the resultant negative regulation of complement activation via the alternative pathway in the bitten/stung organism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0044644,,,,,,,,,,,,,,,,,,,,,,,,,,"envenomation resulting in negative regulation of complement activation, alternative pathway in other organism",,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0044370,injection of substance into other organism during feeding on blood of other organism,,"The process of forcing a substance into the bloodstream of another organism, whilst feeding on blood of other organism. The substance may facilitate the feeding process, e.g. by preventing the blood from clotting.",false,,,http://purl.obolibrary.org/obo/GO_0035737,,,,,,"The process of forcing a substance into the bloodstream of another organism, whilst feeding on blood of other organism. The substance may facilitate the feeding process, e.g. by preventing the blood from clotting.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0044370,,,,,,,,,,,,,,,,,,,,,,,,,,injection of substance into other organism during feeding on blood of other organism,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0045925,positive regulation of female receptivity,,Any process that activates or increases the receptiveness of a female to male advances.,false,,,http://purl.obolibrary.org/obo/GO_0045924,,,,,,Any process that activates or increases the receptiveness of a female to male advances.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0045925,,,,,,,,,,,,,,,,,,,,,,,,,,positive regulation of female receptivity,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/BFO_0000145,relational quality,,"b is a relational quality = Def. for some independent continuants c, d and for some time t: b quality_of c at t & b quality_of d at t. (axiom label in BFO2 Reference: [057-001])",false,,,http://purl.obolibrary.org/obo/BFO_0000019,,,RelationalQuality,r-quality,,"b is a relational quality = Def. for some independent continuants c, d and for some time t: b quality_of c at t & b quality_of d at t. (axiom label in BFO2 Reference: [057-001])",,,,,,"a marriage bond, an instance of requited love, an obligation between one person and another.|John’s role of husband to Mary is dependent on Mary’s role of wife to John, and both are dependent on the object aggregate comprising John and Mary as member parts joined together through the relational quality of being married.",,,,(iff (RelationalQuality a) (exists (b c t) (and (IndependentContinuant b) (IndependentContinuant c) (qualityOfAt a b t) (qualityOfAt a c t)))) // axiom label in BFO2 CLIF: [057-001] ,,,,,,,,,,,,,,,,,,,,,,BFO:0000145,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/bfo.owl,relational quality,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0042747,"circadian sleep/wake cycle, REM sleep",,"A stage in the circadian sleep cycle during which dreams occur and the body undergoes marked changes including rapid eye movement, loss of reflexes, and increased pulse rate and brain activity.",false,,,http://purl.obolibrary.org/obo/GO_0022410,,,,,,"A stage in the circadian sleep cycle during which dreams occur and the body undergoes marked changes including rapid eye movement, loss of reflexes, and increased pulse rate and brain activity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0042747,,,,,,,,,,,,,,,,,,,,,,,,,,"circadian sleep/wake cycle, REM sleep",,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MF_0000016,human being,,A member of the species Homo Sapiens.,false,,,http://purl.obolibrary.org/obo/OGMS_0000087,person,,,,,A member of the species Homo Sapiens.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF:0000016,,,,,,,,,,,,,,,,,,,,,,,,,,human being,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_1990708,conditioned place preference,,"The associative learning process by which an animal learns and remembers an association between a neutral, unchanging environment and a putatively rewarding, internal state produced by a xenobiotic or drug.",false,,,http://purl.obolibrary.org/obo/GO_0008306,,,,,,"The associative learning process by which an animal learns and remembers an association between a neutral, unchanging environment and a putatively rewarding, internal state produced by a xenobiotic or drug.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:1990708,,,,,,,,,,,,,,,,,,,,,,,,,,conditioned place preference,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0031223,auditory behavior,,The behavior of an organism in response to a sound.,false,,,http://purl.obolibrary.org/obo/GO_0007638,,,,,,The behavior of an organism in response to a sound.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0031223,,,,,,,,,,,,,,,,,,,,,,,,,,auditory behavior,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0061743,motor learning,,Any process in which an organism acquires a novel neuromuscular action or movement as the result of experience.,false,,,http://purl.obolibrary.org/obo/GO_0007612,,,,,,Any process in which an organism acquires a novel neuromuscular action or movement as the result of experience.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0061743,,,,,,,,,,,,,,,,,,,,,,,,,,motor learning,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0044474,envenomation resulting in negative regulation of voltage-gated calcium channel activity in other organism,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the resultant stopping, prevention or reduction of the activity of a voltage-gated calcium channel in the bitten organism.",false,,,http://purl.obolibrary.org/obo/GO_0044473,,,,,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the resultant stopping, prevention or reduction of the activity of a voltage-gated calcium channel in the bitten organism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0044474,,,,,,,,,,,,,,,,,,,,,,,,,,envenomation resulting in negative regulation of voltage-gated calcium channel activity in other organism,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MF_0000000,mental functioning related anatomical structure,,An anatomical structure in which there inheres the disposition to be the agent of a mental process.,false,,,http://purl.obolibrary.org/obo/BFO_0000024,,,,,,An anatomical structure in which there inheres the disposition to be the agent of a mental process.,http://www.jbiomedsem.com/content/1/1/10,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/MF_0000001,,,,,,,,,,,,,,,,,MF:0000000,,,,,,,,,,,,,,,,,,,,,,,,,,mental functioning related anatomical structure,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0044734,envenomation resulting in positive regulation of acid-sensing ion channel activity in other organism,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with a resultant positive regulation in the activity of an acid-sensing ion channel (ASIC) in the bitten organism.",false,,,http://purl.obolibrary.org/obo/GO_0044733,,,,,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with a resultant positive regulation in the activity of an acid-sensing ion channel (ASIC) in the bitten organism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0044734,,,,,,,,,,,,,,,,,,,,,,,,,,envenomation resulting in positive regulation of acid-sensing ion channel activity in other organism,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0016546,"male courtship behavior, proboscis-mediated licking",,The process during courtship where the male fly licks the genitalia of a stationary female fly with his proboscis. An example of this is found in Drosophila melanogaster.,false,,,http://purl.obolibrary.org/obo/GO_0008049,,,,,,The process during courtship where the male fly licks the genitalia of a stationary female fly with his proboscis. An example of this is found in Drosophila melanogaster.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0016546,,,,,,,,,,,,,,,,,,,,,,,,,,"male courtship behavior, proboscis-mediated licking",,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0042711,maternal behavior,,Female behaviors associated with the care and rearing of offspring.,false,,,http://purl.obolibrary.org/obo/GO_0060746,,,,,,Female behaviors associated with the care and rearing of offspring.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0042711,,,,,,,,,,,,,,,,,,,,,,,,,,maternal behavior,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
