Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,alternative term,antisymmetric property,BFO CLIF specification label,BFO OWL specification label,curator note,definition,definition source,disposition of at all times,editor note,editor preferred term,elucidation,example of usage,expand assertion to,expand expression to,first order logic expression,has associated axiom(fol),has associated axiom(nl),has axiom label,has continuant part at all times,has curation status,has disposition at some time,has ID digit count,has ID policy for,has ID prefix,has ID range allocated to,has obsolescence reason,has occurrent part,has ontology root term,has participant at all times,has participant at some time,has proper continuant part at all times,has proper occurrent part,http://attempto.ifi.uzh.ch/ace_lexicon#CN_pl,http://attempto.ifi.uzh.ch/ace_lexicon#CN_sg,http://attempto.ifi.uzh.ch/ace_lexicon#TV_pl,http://attempto.ifi.uzh.ch/ace_lexicon#TV_sg,http://attempto.ifi.uzh.ch/ace_lexicon#TV_vbg,http://data.bioontology.org/metadata/prefixIRI,http://protege.stanford.edu/plugins/owl/protege#defaultLanguage,http://purl.obolibrary.org/obo/MF#isAbout,http://purl.org/dc/elements/1.1/contributor,http://purl.org/dc/elements/1.1/coverage,http://purl.org/dc/elements/1.1/creator,http://purl.org/dc/elements/1.1/date,http://purl.org/dc/elements/1.1/description,http://purl.org/dc/elements/1.1/format,http://purl.org/dc/elements/1.1/identifier,http://purl.org/dc/elements/1.1/language,http://purl.org/dc/elements/1.1/license,http://purl.org/dc/elements/1.1/member,http://purl.org/dc/elements/1.1/publisher,http://purl.org/dc/elements/1.1/relation,http://purl.org/dc/elements/1.1/rights,http://purl.org/dc/elements/1.1/source,http://purl.org/dc/elements/1.1/subject,http://purl.org/dc/elements/1.1/title,http://purl.org/dc/elements/1.1/type,http://purl.org/dc/terms/license,http://www.geneontology.org/formats/oboInOwl#created_by,http://www.geneontology.org/formats/oboInOwl#creation_date,http://www.geneontology.org/formats/oboInOwl#hasAlternativeId,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://xmlns.com/foaf/0.1/homepage,http://xmlns.com/foaf/0.1/mbox,imported from,in branch,inheres in at all times,is allocated id range,is denotator type,material basis of at all times,may be identical to,OBO foundry unique label,ontology term requester,part of continuant at some time,part of occurrent,participates in at some time,realized in,realizes,scheduled for obsoletion on or after,term editor,term replaced by,term tracker item
http://purl.obolibrary.org/obo/GO_0097270,dishabituation,,The temporary recovery of response to a stimulus when a novel stimulus is added.,false,,,http://purl.obolibrary.org/obo/GO_0046958,,,,,,The temporary recovery of response to a stimulus when a novel stimulus is added.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0097270,,,,,,,,,,,,,,,,,,,,,,,,,,dishabituation,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0044560,envenomation resulting in modulation of ion channel activity in other organism,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with a resultant change in the activity of an ion channel in the bitten organism.",false,,,http://purl.obolibrary.org/obo/GO_0035738,,,,,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with a resultant change in the activity of an ion channel in the bitten organism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0044560,,,,,,,,,,,,,,,,,,,,,,,,,,envenomation resulting in modulation of ion channel activity in other organism,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/BFO_0000035,process boundary,,p is a process boundary =Def. p is a temporal part of a process & p has no proper temporal parts. (axiom label in BFO2 Reference: [084-001]),false,,,http://purl.obolibrary.org/obo/BFO_0000003,,,ProcessBoundary,p-boundary,,p is a process boundary =Def. p is a temporal part of a process & p has no proper temporal parts. (axiom label in BFO2 Reference: [084-001]),,,,,,the boundary between the 2nd and 3rd year of your life.,,,,(forall (x) (if (ProcessBoundary x) (exists (y) (and (ZeroDimensionalTemporalRegion y) (occupiesTemporalRegion x y))))) // axiom label in BFO2 CLIF: [085-002] |(iff (ProcessBoundary a) (exists (p) (and (Process p) (temporalPartOf a p) (not (exists (b) (properTemporalPartOf b a)))))) // axiom label in BFO2 CLIF: [084-001] ,Every process boundary occupies_temporal_region a zero-dimensional temporal region. (axiom label in BFO2 Reference: [085-002]),,,,,,,,,,,,,,,,,,,,,BFO:0000035,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/bfo.owl,process boundary,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MF_0000036,tactile consciousness,,"Tactile consciousness is consciousness that is experienced in the tactile sensory medium, through the sensory medium of touch and pressure sensation.",false,,,http://purl.obolibrary.org/obo/MF_0000037,,,,,,"Tactile consciousness is consciousness that is experienced in the tactile sensory medium, through the sensory medium of touch and pressure sensation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF:0000036,,,,,,,,,,,,,,,,,,,,,,,,,,tactile consciousness,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0007621,negative regulation of female receptivity,,"Any process that stops, prevents or reduces the receptiveness of a female to male advances.",false,,,http://purl.obolibrary.org/obo/GO_0045924,,,,,,"Any process that stops, prevents or reduces the receptiveness of a female to male advances.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0007621,,,,,,,,,,,,,,,,,,,,,,,,,,negative regulation of female receptivity,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0008049,male courtship behavior,,"The behavior of a male, for the purpose of attracting a sexual partner. An example of this process is found in Drosophila melanogaster.",false,,,http://purl.obolibrary.org/obo/GO_0060179,,,,,,"The behavior of a male, for the purpose of attracting a sexual partner. An example of this process is found in Drosophila melanogaster.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0008049,,,,,,,,,,,,,,,,,,,,,,,,,,male courtship behavior,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0007619,courtship behavior,,The behavioral interactions between organisms for the purpose of attracting sexual partners.,false,,,http://purl.obolibrary.org/obo/GO_0007617,,,,,,The behavioral interactions between organisms for the purpose of attracting sexual partners.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0007619,,,,,,,,,,,,,,,,,,,,,,,,,,courtship behavior,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0044626,envenomation resulting in positive regulation of cell migration in other organism,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the positive regulation of cell migration in the bitten organism.",false,,,http://purl.obolibrary.org/obo/GO_0044624,,,,,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the positive regulation of cell migration in the bitten organism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0044626,,,,,,,,,,,,,,,,,,,,,,,,,,envenomation resulting in positive regulation of cell migration in other organism,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0008346,larval walking behavior,,The behavior of a larval organism relating to the progression of that organism along the ground by the process of lifting and setting down each leg.,false,,,http://purl.obolibrary.org/obo/GO_0008345|http://purl.obolibrary.org/obo/GO_0090659,,,,,,The behavior of a larval organism relating to the progression of that organism along the ground by the process of lifting and setting down each leg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0008346,,,,,,,,,,,,,,,,,,,,,,,,,,larval walking behavior,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MF_0000020,mental process,,"A mental process is a bodily process that is of a type such that it can of itself be conscious. Examples include thinking, feeling pain, remembering and emotion as occurrent experiences. |A bodily process which brings into being, sustains or modifies a cognitive representation or a beahvior inducing state.",false,,,http://purl.obolibrary.org/obo/OGMS_0000060,,,,,,"A mental process is a bodily process that is of a type such that it can of itself be conscious. Examples include thinking, feeling pain, remembering and emotion as occurrent experiences. ",,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/MF_0000017,,,,,,,,,,,MF:0000020,,,,,,,,,,,,,,,,,,,,,,,,"A bodily process which brings into being, sustains or modifies a cognitive representation or a beahvior inducing state.",,mental process,"GO:0050890, cognition, defined as  `The operation of the mind by which an organism becomes aware of objects of thought or perception; it includes the mental activities associated with thinking, learning, and memory.' ",,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/MF_0000033,,,,
http://purl.obolibrary.org/obo/BFO_0000024,fiat object part,,,false,,,http://purl.obolibrary.org/obo/BFO_0000040,,,FiatObjectPart,fiat-object-part,,,,,BFO 2 Reference: Most examples of fiat object parts are associated with theoretically drawn divisions,,"b is a fiat object part = Def. b is a material entity which is such that for all times t, if b exists at t then there is some object c such that b proper continuant_part of  c at t and c is demarcated from the remainder of c by a two-dimensional continuant fiat boundary. (axiom label in BFO2 Reference: [027-004])","the FMA:regional parts of an intact human body.|the Western hemisphere of the Earth|the division of the planet into hemispheres|the dorsal and ventral surfaces of the body|the upper and lower lobes of the left lung|the division of the brain into regions|or with divisions drawn by cognitive subjects for practical reasons, such as the division of a cake (before slicing) into (what will become) slices (and thus member parts of an object aggregate). However, this does not mean that fiat object parts are dependent for their existence on divisions or delineations effected by cognitive subjects. If, for example, it is correct to conceive geological layers of the Earth as fiat object parts of the Earth, then even though these layers were first delineated in recent times, still existed long before such delineation and what holds of these layers (for example that the oldest layers are also the lowest layers) did not begin to hold because of our acts of delineation.Treatment of material entity in BFOExamples viewed by some as problematic cases for the trichotomy of fiat object part, object, and object aggregate include: a mussel on (and attached to) a rock, a slime mold, a pizza, a cloud, a galaxy, a railway train with engine and multiple carriages, a clonal stand of quaking aspen, a bacterial community (biofilm), a broken femur. Note that, as Aristotle already clearly recognized, such problematic cases – which lie at or near the penumbra of instances defined by the categories in question – need not invalidate these categories. The existence of grey objects does not prove that there are not objects which are black and objects which are white; the existence of mules does not prove that there are not objects which are donkeys and objects which are horses. It does, however, show that the examples in question need to be addressed carefully in order to show how they can be fitted into the proposed scheme, for example by recognizing additional subdivisions [29",,,,(forall (x) (if (FiatObjectPart x) (and (MaterialEntity x) (forall (t) (if (existsAt x t) (exists (y) (and (Object y) (properContinuantPartOfAt x y t)))))))) // axiom label in BFO2 CLIF: [027-004] ,,,,,,,,,,,,,,,,,,,,,,BFO:0000024,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/bfo.owl,fiat object part,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0044494,envenomation resulting in positive regulation of voltage-gated sodium channel activity in other organism,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the resultant activation or increase in the activity of the activity of a voltage-gated sodium channel in the bitten organism.",false,,,http://purl.obolibrary.org/obo/GO_0044492,,,,,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the resultant activation or increase in the activity of the activity of a voltage-gated sodium channel in the bitten organism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0044494,,,,,,,,,,,,,,,,,,,,,,,,,,envenomation resulting in positive regulation of voltage-gated sodium channel activity in other organism,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0042628,mating plug formation,,The deposition of a plug of sperm or other gelatinous material into the opening of the vulva by a male at the termination of copulation. Probably acts to prevent subsequent matings by other males.,false,,,http://purl.obolibrary.org/obo/GO_0045297|http://purl.obolibrary.org/obo/GO_0007617,,,,,,The deposition of a plug of sperm or other gelatinous material into the opening of the vulva by a male at the termination of copulation. Probably acts to prevent subsequent matings by other males.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0042628,,,,,,,,,,,,,,,,,,,,,,,,,,mating plug formation,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0035738,envenomation resulting in modification of morphology or physiology of other organism,,"The process which begins with venom being forced into an organism by the bite or sting of another organism, and ends with the manifestation of some change or damage to the bitten organism.",false,,,http://purl.obolibrary.org/obo/GO_0035737,,,,,,"The process which begins with venom being forced into an organism by the bite or sting of another organism, and ends with the manifestation of some change or damage to the bitten organism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0035738,,,,,,,,,,,,,,,,,,,,,,,,,,envenomation resulting in modification of morphology or physiology of other organism,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_8000009,single layer subset ontology module,,A subset ontology that is largely comprised of a single layer or strata in an ontology class hierarchy. The purpose is typically for rolling up for visualization. The classes in the layer need not be disjoint.|A subset ontology that is largely comprised of a single layer or strata in an ontology class hierarchy. The purpose is typically for rolling up for visualization. The classes in the layer need not be disjoint.,false,,,http://purl.obolibrary.org/obo/IAO_8000006,ribbon subset|ribbon subset,,,,,A subset ontology that is largely comprised of a single layer or strata in an ontology class hierarchy. The purpose is typically for rolling up for visualization. The classes in the layer need not be disjoint.|A subset ontology that is largely comprised of a single layer or strata in an ontology class hierarchy. The purpose is typically for rolling up for visualization. The classes in the layer need not be disjoint.,,,,single layer ontology module,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAO:8000009,,,,,,,,,,,,,,,,,,,,,cjm,2018-05-20T20:59:19Z,,,,single layer subset ontology module|single layer subset ontology module,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0044521,envenomation resulting in muscle damage in other organism,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with resultant muscle damage in the bitten organism.",false,,,http://purl.obolibrary.org/obo/GO_0035738,,,,,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with resultant muscle damage in the bitten organism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0044521,,,,,,,,,,,,,,,,,,,,,,,,,,envenomation resulting in muscle damage in other organism,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0002118,aggressive behavior,,A behavioral interaction between organisms in which one organism has the intention of inflicting physical damage on another individual.,false,,,http://purl.obolibrary.org/obo/GO_0051705,,,,,,A behavioral interaction between organisms in which one organism has the intention of inflicting physical damage on another individual.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0002118,,,,,,,,,,,,,,,,,,,,,,,,,,aggressive behavior,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://www.geneontology.org/formats/oboInOwl#SynonymType,SynonymType,,,false,,,http://purl.obolibrary.org/obo/IAO_0000102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oboInOwl:SynonymType,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0044519,envenomation resulting in modulation of vasoactive intestinal polypeptide receptor activity in other organism,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the resultant modulation of the activity of a vasoactive intestinal polypeptide receptor in the bitten organism.",false,,,http://purl.obolibrary.org/obo/GO_0044511,,,,,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the resultant modulation of the activity of a vasoactive intestinal polypeptide receptor in the bitten organism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0044519,,,,,,,,,,,,,,,,,,,,,,,,,,envenomation resulting in modulation of vasoactive intestinal polypeptide receptor activity in other organism,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0042048,olfactory behavior,,The behavior of an organism in response to an odor.,false,,,http://purl.obolibrary.org/obo/GO_0007635,,,,,,The behavior of an organism in response to an odor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0042048,,,,,,,,,,,,,,,,,,,,,,,,,,olfactory behavior,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MF_0000066,olfactory consciousness,,"Olfactory consciousness is consciousness of an olfactory stimulus (scent), as experienced through the olfactory sensory medium as a part of a process of smelling.",false,,,http://purl.obolibrary.org/obo/MF_0000037,,,,,,"Olfactory consciousness is consciousness of an olfactory stimulus (scent), as experienced through the olfactory sensory medium as a part of a process of smelling.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF:0000066,,,,,,,,,,,,,,,,,,,,,,,,,,olfactory consciousness,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MF_0000021,interpersonal process,,A process in which at least two human beings are agents.,false,,,http://purl.obolibrary.org/obo/GO_0051705,,,,,,A process in which at least two human beings are agents.,http://www.jbiomedsem.com/content/1/1/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF:0000021,,,,,,,,,,,,,,,,,,,,,,,,,,interpersonal process,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MF_0000057,thinking with language,,A cognitive process that involves the manipulation of mental language.,false,,,http://purl.obolibrary.org/obo/MF_0000008|http://purl.obolibrary.org/obo/MF_0000013,,,,,,A cognitive process that involves the manipulation of mental language.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF:0000057,,,,,,,,,,,,,,,,,,,,,,,,,,thinking with language,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0044487,envenomation resulting in modulation of transmission of nerve impulse in other organism,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the resultant modulation of the transmission of nerve impulses in the bitten organism.",false,,,http://purl.obolibrary.org/obo/GO_0035738,,,,,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the resultant modulation of the transmission of nerve impulses in the bitten organism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0044487,,,,,,,,,,,,,,,,,,,,,,,,,,envenomation resulting in modulation of transmission of nerve impulse in other organism,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MF_0000019,perception,,"a mental process which is a) produced by a causal process (for example involving light rays or air vibrations) involving a part of the environment of the organism, and b) is experienced by the organism as being so caused, and c) in
which the relevant part of the environment is thereby represented to the organism",false,,,http://purl.obolibrary.org/obo/MF_0000020,,,,,,"a mental process which is a) produced by a causal process (for example involving light rays or air vibrations) involving a part of the environment of the organism, and b) is experienced by the organism as being so caused, and c) in
which the relevant part of the environment is thereby represented to the organism",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF:0000019,,,,,,,,,,,,,,,,,,,,,,,,,,perception,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MF_0000067,consciousness of self,,"Consciousness of self is the higher order consciousness that reflexively includes the awareness that the organism that is the subject of the conscious experience exists.|The implication of Descartes' famous ""Cogito ergo sum"" is that awareness of one's own existence entails that one exists. This is because consciousness creates a perspective, and awareness of this is a self-reflexive perspective of oneself. This is one aspect of intentionality that cannot fail. Intentionality can fail at all levels of content, but not at the level of intending through awareness the existence of the self that is consciously intending.",false,,,http://purl.obolibrary.org/obo/MF_0000101,self-consciousness|selfhood|consciousness of the existence of the self,,,,,Consciousness of self is the higher order consciousness that reflexively includes the awareness that the organism that is the subject of the conscious experience exists.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF:0000067,,,,,,,,,,,,,,,,,,,,,,,,"The implication of Descartes' famous ""Cogito ergo sum"" is that awareness of one's own existence entails that one exists. This is because consciousness creates a perspective, and awareness of this is a self-reflexive perspective of oneself. This is one aspect of intentionality that cannot fail. Intentionality can fail at all levels of content, but not at the level of intending through awareness the existence of the self that is consciously intending.",,consciousness of self,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0044543,envenomation resulting in zymogen activation in other organism,,"The process which begins with venom being forced into an organism by the bite or sting of another organism, and ends with the proteolytic processing of an inactive enzyme to an active form.",false,,,http://purl.obolibrary.org/obo/GO_0035738,,,,,,"The process which begins with venom being forced into an organism by the bite or sting of another organism, and ends with the proteolytic processing of an inactive enzyme to an active form.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0044543,,,,,,,,,,,,,,,,,,,,,,,,,,envenomation resulting in zymogen activation in other organism,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MF_0000042,preference,,,false,,,http://purl.obolibrary.org/obo/MF_0000203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF:0000042,,,,,,,,,,,,,,,,,,,,,,,,,,preference,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0060180,female mating behavior,,The specific behavior of a female organism that is associated with reproduction.,false,,,http://purl.obolibrary.org/obo/GO_0007617,,,,,,The specific behavior of a female organism that is associated with reproduction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0060180,,,,,,,,,,,,,,,,,,,,,,,,,,female mating behavior,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MF_0000051,capability to understand language,,A linguistic capability that is realised in processes in which well-formed expressions in a given language are understood.,false,,,http://purl.obolibrary.org/obo/MF_0000050,,,,,,A linguistic capability that is realised in processes in which well-formed expressions in a given language are understood.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF:0000051,,,,,,,,,,,,,,,,,,,,,,,,,,capability to understand language,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0007625,grooming behavior,,"The specific behavior of an organism relating to grooming, cleaning and brushing to remove dirt and parasites.",false,,,http://purl.obolibrary.org/obo/GO_0007610,,,,,,"The specific behavior of an organism relating to grooming, cleaning and brushing to remove dirt and parasites.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0007625,,,,,,,,,,,,,,,,,,,,,,,,,,grooming behavior,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0044564,envenomation resulting in occlusion of the pore of voltage-gated potassium channel in other organism,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with a resultant blocking of a voltage-gated potassium channel, inhibiting the pore's activity, in the bitten/stung organism.",false,,,http://purl.obolibrary.org/obo/GO_0044562,,,,,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with a resultant blocking of a voltage-gated potassium channel, inhibiting the pore's activity, in the bitten/stung organism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0044564,,,,,,,,,,,,,,,,,,,,,,,,,,envenomation resulting in occlusion of the pore of voltage-gated potassium channel in other organism,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0018991,oviposition,,The deposition of eggs (either fertilized or not) upon a surface or into a medium such as water.,false,,,http://purl.obolibrary.org/obo/GO_0019098,,,,,,The deposition of eggs (either fertilized or not) upon a surface or into a medium such as water.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0018991,,,,,,,,,,,,,,,,,,,,,,,,,,oviposition,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/BFO_0000141,immaterial entity,,,false,,,http://purl.obolibrary.org/obo/BFO_0000004,,,ImmaterialEntity,immaterial,,,,,"BFO 2 Reference: Immaterial entities are divided into two subgroups:boundaries and sites, which bound, or are demarcated in relation, to material entities, and which can thus change location, shape and size and as their material hosts move or change shape or size (for example: your nasal passage; the hold of a ship; the boundary of Wales (which moves with the rotation of the Earth) [38, 7, 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,BFO:0000141,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/bfo.owl,immaterial entity,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MF_0000018,attending,,the process whereby relevant aspects of our mental experience are focused on specific targets,false,,,http://purl.obolibrary.org/obo/MF_0000020,,,,,,the process whereby relevant aspects of our mental experience are focused on specific targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF:0000018,,,,,,,,,,,,,,,,,,,,,,,,,,attending,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MF_0000004,mental counting,,A cognitive process that involves the mental representation of sequential numbers.,false,,,http://purl.obolibrary.org/obo/MF_0000008,,,,,,A cognitive process that involves the mental representation of sequential numbers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF:0000004,,,,,,,,,,,,,,,,,,,,,,,,,,mental counting,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MF_0000049,capability to read,,A linguistic capability that is realised by processes in which textual concretisations of linguistic expressions are processed and understood.,false,,,http://purl.obolibrary.org/obo/MF_0000050,,,,,,A linguistic capability that is realised by processes in which textual concretisations of linguistic expressions are processed and understood.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF:0000049,,,,,,,,,,,,,,,,,,,,,,,,,,capability to read,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0007634,optokinetic behavior,,"The behavior of an organism pertaining to movement of the eyes and of objects in the visual field, as in nystagmus.",false,,,http://purl.obolibrary.org/obo/GO_0007632,,,,,,"The behavior of an organism pertaining to movement of the eyes and of objects in the visual field, as in nystagmus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0007634,,,,,,,,,,,,,,,,,,,,,,,,,,optokinetic behavior,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0035180,larval wandering behavior,,"The movement of a third instar larva through a substrate in search of a pupation site. This movement occurs without feeding and is characterized by short bursts of forward movement, separated by stops and repeated side-to-side head probes, followed normally by a change in direction.",false,,,http://purl.obolibrary.org/obo/GO_0008345,,,,,,"The movement of a third instar larva through a substrate in search of a pupation site. This movement occurs without feeding and is characterized by short bursts of forward movement, separated by stops and repeated side-to-side head probes, followed normally by a change in direction.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0035180,,,,,,,,,,,,,,,,,,,,,,,,,,larval wandering behavior,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0035106,operant conditioning,,Learning to anticipate future events on the basis of past experience with the consequences of one's own behavior.,false,,,http://purl.obolibrary.org/obo/GO_0007612,,,,,,Learning to anticipate future events on the basis of past experience with the consequences of one's own behavior.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0035106,,,,,,,,,,,,,,,,,,,,,,,,,,operant conditioning,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MF_0000086,linguistic communication,,A linguistic communication process is a communication process in which the information that is communicated is encoded in language.,false,,,http://purl.obolibrary.org/obo/MF_0000040,,,,,,A linguistic communication process is a communication process in which the information that is communicated is encoded in language.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF:0000086,,,,,,,,,,,,,,,,,,,,,,,,,,linguistic communication,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0060746,parental behavior,,A reproductive behavior in which a parent cares for and rears offspring.,false,,,http://purl.obolibrary.org/obo/GO_0019098,,,,,,A reproductive behavior in which a parent cares for and rears offspring.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0060746,,,,,,,,,,,,,,,,,,,,,,,,,,parental behavior,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,
